Report of testing
======================General information===================
Total number of different cases: 1016
proportional: 1016
unproportional: 0
zeroDerivations: 0
correct answers number: 1016
incorrect answers number: 0
Average K: 2.0
Max K: 2
Average time per process: 382.3039162158966
average time per test: 4.497693131951725
======================Special cases=========================
=======================Incorrect answers=========================
=======================Zero derivations=========================
=======================Unproportional derivations=========================
=====================Proportional derivations==================
559):  (6, 9, 7, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(8*x**8 + 5*x**7 + x**6 + 4*x**5 + 5*x**4 + 6*x**3 + 5*x**2 + 9*x + 4)] |-----|
560):  (9, 11, 10, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(2*x**11 + 4*x**10 + 9*x**9 + 5*x**8 + 9*x**7 + 2*x**6 + 7*x**5 + 4*x**4 + 9*x**3 + 4*x**2 + 7*x + 3)] |-----|
561):  (2, 9, 6, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(2*x**7 + 2*x**6 + 2*x**5 + 7*x**4 + x**3 + 9*x**2 + 3*x + 6)] |-----|
562):  (11, 15, 1, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(5*x**2 + 2*x + 8)] |-----|
563):  (14, 9, 5, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(5*x**6 + 7*x**5 + 9*x**4 + 2*x**3 + 4*x**2 + 7*x + 2)] |-----|
564):  (1, 8, 4, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(2*x**5 + 9*x**4 + 8*x**3 + 3*x**2 + 6*x + 3)] |-----|
565):  (5, 3, 2, 1, 0, 1):  GIVEN_DERIVATION : [0, x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(2*x**3 + 3*x**2 + x + 9)] |-----|
566):  (13, 11, 2, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(9*x**3 + 6*x**2 + x + 1)] |-----|
567):  (6, 9, 7, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(8*x**8 + 7*x**7 + 5*x**6 + 5*x**5 + 3*x**4 + 9*x**3 + 8*x**2 + 3*x + 2)] |-----|
568):  (5, 15, 1, 1, 0, 9):  GIVEN_DERIVATION : [0, 9*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(3*x**2 + 3*x + 7)] |-----|
569):  (12, 15, 2, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(5*x**3 + x**2 + x + 8)] |-----|
570):  (9, 3, 8, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(3*x**9 + x**8 + 8*x**7 + 5*x**6 + 8*x**5 + 4*x**4 + 3*x**3 + 8*x**2 + 8*x + 9)] |-----|
571):  (14, 2, 2, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(6*x**3 + 8*x**2 + 4*x + 5)] |-----|
572):  (1, 2, 4, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(6*x**5 + 2*x**4 + 7*x**3 + 8*x**2 + 7*x + 2)] |-----|
573):  (8, 3, 15, 1, 0, 1):  GIVEN_DERIVATION : [0, x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(x**16 + 8*x**15 + 9*x**14 + 4*x**13 + 4*x**12 + 5*x**11 + 4*x**10 + 7*x**9 + 9*x**8 + 5*x**7 + 4*x**6 + 3*x**5 + 8*x**4 + 7*x**3 + 5*x**2 + 3*x + 9)] |-----|
574):  (12, 2, 12, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(2*x**13 + x**12 + 6*x**11 + 3*x**10 + 9*x**9 + 3*x**8 + 8*x**7 + 2*x**6 + 9*x**5 + 2*x**4 + 9*x**3 + 7*x**2 + 7*x + 2)] |-----|
575):  (15, 14, 10, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + 3*x**10 + 6*x**9 + 2*x**8 + x**7 + 5*x**6 + x**5 + 3*x**4 + 9*x**3 + 3*x**2 + 4*x + 1)] |-----|
576):  (10, 10, 1, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(6*x**2 + 3*x + 1)] |-----|
577):  (11, 13, 11, 1, 0, -4):  GIVEN_DERIVATION : [0, -4*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(8*x**12 + 6*x**11 + 6*x**10 + 3*x**9 + 5*x**8 + 9*x**7 + x**6 + 4*x**5 + 7*x**4 + 8*x**3 + 3*x**2 + 2*x + 4)] |-----|
578):  (4, 15, 3, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(6*x**4 + 2*x**3 + 8*x**2 + 5*x + 3)] |-----|
579):  (8, 15, 5, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(3*x**6 + 3*x**5 + 4*x**4 + 4*x**3 + 6*x**2 + 9*x + 5)] |-----|
580):  (3, 8, 11, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(5*x**12 + 7*x**11 + 9*x**10 + 8*x**9 + 5*x**8 + 5*x**7 + 9*x**6 + 9*x**5 + 7*x**4 + 7*x**3 + 2*x**2 + 8*x + 9)] |-----|
581):  (8, 2, 1, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(x**2 + 5*x + 4)] |-----|
582):  (4, 15, 3, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(x**4 + 9*x**3 + 4*x**2 + 4*x + 8)] |-----|
583):  (14, 13, 13, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(x**14 + 7*x**13 + 6*x**12 + 3*x**11 + 8*x**10 + 7*x**9 + 6*x**8 + 6*x**7 + 4*x**6 + 4*x**5 + 8*x**4 + 6*x**3 + 6*x**2 + 2*x + 3)] |-----|
584):  (3, 3, 8, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(4*x**9 + 3*x**8 + 5*x**7 + 3*x**6 + 9*x**5 + 5*x**4 + 9*x**3 + 4*x**2 + 9*x + 4)] |-----|
585):  (3, 15, 4, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(8*x**5 + 6*x**4 + 8*x**3 + 6*x**2 + 3*x + 2)] |-----|
586):  (6, 2, 7, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(8*x**8 + 5*x**7 + 7*x**6 + 2*x**5 + 8*x**4 + 3*x**3 + x**2 + 8*x + 1)] |-----|
587):  (3, 3, 5, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(4*x**6 + 8*x**5 + 2*x**4 + 3*x**3 + 6*x**2 + 5*x + 2)] |-----|
588):  (6, 7, 15, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(x**16 + 6*x**15 + 2*x**14 + 3*x**13 + 9*x**12 + 5*x**11 + 7*x**10 + 4*x**9 + 4*x**8 + 5*x**7 + 4*x**6 + 2*x**5 + 8*x**4 + x**3 + 9*x**2 + 7*x + 7)] |-----|
589):  (9, 4, 14, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(3*x**15 + x**14 + 3*x**13 + x**12 + 4*x**11 + 5*x**10 + 7*x**9 + 7*x**8 + x**7 + 8*x**6 + 5*x**5 + 2*x**4 + 3*x**3 + 7*x**2 + 3*x + 7)] |-----|
590):  (11, 4, 1, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(5*x**2 + 2*x + 2)] |-----|
591):  (1, 3, 5, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(2*x**6 + 7*x**5 + 9*x**4 + 6*x**3 + 6*x**2 + 8*x + 5)] |-----|
592):  (9, 8, 4, 1, 0, 14):  GIVEN_DERIVATION : [0, 14*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(9*x**5 + 6*x**4 + 6*x**3 + 2*x**2 + 9*x + 4)] |-----|
593):  (5, 12, 15, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(x**16 + 9*x**15 + 3*x**14 + 4*x**13 + 7*x**12 + 6*x**11 + 4*x**10 + 6*x**9 + 7*x**8 + x**7 + 4*x**6 + 4*x**5 + x**4 + 2*x**3 + x**2 + 2*x + 5)] |-----|
594):  (2, 10, 9, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(3*x**10 + 9*x**9 + 4*x**8 + 3*x**7 + 2*x**6 + 5*x**5 + 8*x**4 + 9*x**3 + 6*x**2 + 2*x + 7)] |-----|
595):  (5, 6, 13, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(2*x**14 + 4*x**13 + 7*x**12 + 4*x**11 + 5*x**10 + 7*x**9 + 6*x**8 + 3*x**7 + 4*x**6 + 5*x**5 + 3*x**4 + 6*x**3 + 3*x**2 + 4*x + 7)] |-----|
596):  (12, 5, 11, 1, 0, 9):  GIVEN_DERIVATION : [0, 9*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(4*x**12 + 2*x**11 + 3*x**10 + 2*x**9 + 6*x**8 + 9*x**7 + 3*x**6 + 5*x**5 + 7*x**4 + 9*x**3 + 7*x**2 + 2*x + 3)] |-----|
597):  (11, 9, 7, 1, 0, 14):  GIVEN_DERIVATION : [0, 14*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(4*x**8 + 2*x**7 + x**6 + 7*x**5 + 6*x**4 + 3*x**3 + 7*x**2 + 5*x + 3)] |-----|
598):  (5, 2, 13, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(5*x**14 + 5*x**13 + 5*x**12 + 3*x**11 + 2*x**10 + 9*x**9 + 3*x**8 + 7*x**7 + 7*x**6 + 3*x**5 + x**4 + 5*x**3 + 8*x**2 + 7*x + 5)] |-----|
599):  (4, 1, 15, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(6*x**16 + 2*x**15 + 4*x**14 + 4*x**13 + 8*x**12 + 3*x**11 + 8*x**10 + 6*x**9 + x**8 + 9*x**7 + x**6 + 5*x**5 + 4*x**4 + 6*x**3 + 2*x**2 + 7*x + 1)] |-----|
600):  (12, 10, 4, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(2*x**5 + x**4 + 6*x**3 + 6*x**2 + 7*x + 7)] |-----|
601):  (6, 1, 7, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(4*x**8 + 9*x**7 + x**6 + 5*x**5 + x**4 + 5*x**3 + 5*x**2 + 6*x + 4)] |-----|
602):  (4, 12, 6, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(5*x**7 + 2*x**6 + 7*x**5 + 8*x**4 + 6*x**3 + 5*x**2 + 7*x + 1)] |-----|
603):  (1, 14, 13, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(3*x**14 + 4*x**13 + 4*x**12 + 5*x**11 + 5*x**10 + 2*x**9 + 2*x**8 + 7*x**7 + 3*x**6 + 6*x**5 + 2*x**4 + x**3 + 6*x**2 + 6*x + 8)] |-----|
604):  (13, 1, 7, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(3*x**8 + 2*x**7 + 2*x**6 + 4*x**5 + 5*x**4 + x**3 + x**2 + 8*x + 8)] |-----|
605):  (14, 10, 4, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(4*x**5 + x**4 + 8*x**3 + 7*x**2 + x + 4)] |-----|
606):  (13, 6, 10, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(4*x**11 + 5*x**10 + 3*x**9 + 2*x**8 + 9*x**7 + x**6 + 6*x**5 + x**4 + x**3 + 5*x**2 + 7*x + 1)] |-----|
607):  (8, 15, 1, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(4*x**2 + 4*x + 5)] |-----|
608):  (15, 11, 4, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(2*x**5 + 2*x**4 + 9*x**3 + 9*x**2 + 4*x + 9)] |-----|
609):  (3, 15, 12, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(x**13 + 2*x**12 + 8*x**11 + 7*x**10 + 3*x**9 + 5*x**8 + 8*x**7 + 4*x**6 + 5*x**5 + 9*x**4 + 3*x**3 + 9*x**2 + 8*x + 3)] |-----|
610):  (15, 6, 1, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(2*x**2 + 9*x + 6)] |-----|
611):  (4, 9, 14, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(8*x**15 + x**14 + 9*x**13 + 8*x**12 + 5*x**11 + 8*x**10 + 6*x**9 + 8*x**8 + 2*x**7 + 6*x**6 + 5*x**5 + 9*x**4 + 7*x**3 + 4*x**2 + 3*x + 3)] |-----|
612):  (2, 6, 13, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(4*x**14 + 7*x**13 + 5*x**12 + 4*x**11 + 5*x**10 + 9*x**9 + 7*x**8 + 2*x**7 + 3*x**6 + 6*x**5 + 9*x**4 + 3*x**3 + 6*x**2 + x + 7)] |-----|
613):  (4, 6, 8, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(9*x**9 + 6*x**8 + 7*x**7 + 7*x**6 + 6*x**5 + x**4 + 7*x**3 + 7*x**2 + 2*x + 2)] |-----|
614):  (5, 4, 13, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(x**14 + 2*x**13 + 6*x**12 + 7*x**11 + 9*x**10 + x**9 + 5*x**8 + 5*x**7 + 2*x**6 + 7*x**5 + 3*x**4 + 8*x**3 + 7*x**2 + 8*x + 5)] |-----|
615):  (10, 11, 9, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(7*x**10 + 4*x**9 + 2*x**8 + 7*x**7 + 5*x**6 + 5*x**5 + 8*x**4 + 6*x**3 + 9*x**2 + 6*x + 7)] |-----|
616):  (6, 1, 11, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(7*x**12 + 2*x**11 + 6*x**10 + 8*x**9 + x**8 + 9*x**7 + 5*x**6 + 9*x**5 + 2*x**4 + 3*x**3 + 7*x**2 + 7*x + 4)] |-----|
617):  (5, 8, 13, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(2*x**14 + 8*x**13 + 3*x**12 + 7*x**11 + 6*x**10 + 7*x**9 + 7*x**8 + 8*x**7 + 2*x**6 + x**5 + 3*x**4 + 2*x**3 + 4*x**2 + x + 6)] |-----|
618):  (11, 8, 12, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(4*x**13 + 9*x**12 + x**11 + 6*x**10 + 9*x**9 + 9*x**8 + 7*x**7 + 5*x**6 + 4*x**5 + 7*x**4 + 9*x**3 + 9*x**2 + 6*x + 4)] |-----|
619):  (15, 14, 11, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(x**12 + 5*x**11 + 9*x**10 + 2*x**9 + 6*x**8 + x**7 + 5*x**6 + 4*x**5 + x**4 + 4*x**3 + 6*x**2 + x + 4)] |-----|
620):  (6, 5, 9, 1, 0, 1):  GIVEN_DERIVATION : [0, x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(8*x**10 + 7*x**9 + 3*x**8 + 4*x**7 + 8*x**6 + 6*x**5 + 7*x**4 + 7*x**3 + 4*x**2 + 3*x + 8)] |-----|
621):  (6, 5, 7, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(7*x**8 + 3*x**7 + 3*x**6 + x**5 + 6*x**4 + 6*x**3 + 8*x**2 + 2*x + 7)] |-----|
622):  (4, 4, 13, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(7*x**14 + 4*x**13 + 8*x**12 + 9*x**11 + 3*x**10 + 7*x**9 + 8*x**8 + x**7 + 2*x**6 + 7*x**5 + x**4 + 7*x**3 + 9*x**2 + 5*x + 5)] |-----|
623):  (5, 3, 4, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(3*x**5 + 2*x**4 + 4*x**3 + 8*x**2 + 3*x + 7)] |-----|
624):  (14, 15, 7, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(2*x**8 + 5*x**7 + 5*x**6 + 4*x**5 + 6*x**4 + 5*x**3 + x**2 + 4*x + 7)] |-----|
625):  (10, 4, 9, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(8*x**10 + 3*x**9 + 9*x**8 + 5*x**7 + 4*x**6 + 8*x**5 + 7*x**4 + 7*x**3 + 8*x**2 + 6*x + 8)] |-----|
626):  (11, 10, 5, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(8*x**6 + x**5 + 2*x**4 + 4*x**3 + 3*x**2 + 3*x + 5)] |-----|
627):  (2, 7, 9, 1, 0, 1):  GIVEN_DERIVATION : [0, x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(4*x**10 + 8*x**9 + 4*x**8 + 7*x**7 + x**6 + 7*x**5 + 3*x**4 + 5*x**3 + 5*x**2 + 9*x + 9)] |-----|
628):  (2, 4, 6, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(4*x**7 + 2*x**6 + 9*x**5 + 8*x**4 + 6*x**3 + x**2 + 9*x + 2)] |-----|
629):  (12, 9, 7, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(x**8 + x**7 + 4*x**6 + 8*x**5 + 3*x**4 + 8*x**3 + 6*x**2 + x + 9)] |-----|
630):  (2, 15, 7, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(3*x**8 + 8*x**7 + x**6 + 6*x**5 + 3*x**4 + 3*x**3 + 8*x**2 + 8*x + 9)] |-----|
631):  (7, 2, 11, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(4*x**12 + 3*x**11 + 2*x**10 + 7*x**9 + 3*x**8 + 9*x**7 + 3*x**6 + 5*x**5 + 6*x**4 + 2*x**3 + 3*x**2 + 6*x + 5)] |-----|
632):  (11, 1, 8, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(5*x**9 + 4*x**8 + 7*x**7 + 8*x**6 + 9*x**5 + x**4 + 7*x**3 + 2*x**2 + 6*x + 5)] |-----|
633):  (7, 11, 14, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(9*x**15 + 6*x**14 + 6*x**13 + 8*x**12 + 7*x**11 + x**10 + x**9 + x**8 + 7*x**7 + 8*x**6 + x**5 + x**4 + 5*x**3 + 8*x**2 + 9*x + 3)] |-----|
634):  (9, 6, 6, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(7*x**7 + x**6 + 8*x**5 + 2*x**4 + x**3 + 3*x**2 + 9*x + 1)] |-----|
635):  (3, 6, 10, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(2*x**11 + x**10 + x**9 + 6*x**8 + 7*x**7 + 8*x**6 + 7*x**5 + 4*x**4 + 6*x**3 + x**2 + 3*x + 5)] |-----|
636):  (1, 7, 8, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(8*x**9 + 8*x**8 + 7*x**7 + 4*x**6 + 9*x**5 + x**4 + 7*x**3 + 7*x**2 + 8*x + 2)] |-----|
637):  (3, 4, 12, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(x**13 + 2*x**12 + 5*x**11 + 5*x**10 + 4*x**9 + x**8 + 2*x**7 + 2*x**6 + 4*x**5 + x**4 + 5*x**3 + 2*x**2 + 5*x + 3)] |-----|
638):  (13, 2, 15, 1, 0, 1):  GIVEN_DERIVATION : [0, x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(7*x**16 + 8*x**15 + x**14 + 5*x**13 + 4*x**12 + 2*x**11 + 2*x**10 + 8*x**9 + x**8 + x**7 + 7*x**6 + 7*x**5 + 2*x**4 + 8*x**3 + 4*x**2 + 5*x + 6)] |-----|
